No,E,N,ndsm,ndvi,class6
537,537146.48,5228954.713,6.13,-0.12,b
538,537146.514,5228954.824,6.09,-0.089655172,b
539,537146.548,5228954.935,6.05,-0.12987013,b
540,537146.9,5228952.512,7.32,-0.2,b
541,537146.583,5228955.047,6.01,-0.083333333,b
542,537146.934,5228952.623,7.43,-0.197916667,b
543,537146.617,5228955.158,5.91,-0.125,b
544,537146.968,5228952.734,7.49,-0.162303665,b
545,537146.651,5228955.27,5.86,-0.125827815,b
546,537147.002,5228952.846,7.51,-0.165775401,b
547,537147.037,5228952.957,7.46,-0.113924051,b
548,537147.071,5228953.068,7.36,-0.159235669,b
549,537147.105,5228953.18,7.24,-0.103448276,b
550,537147.139,5228953.291,7.13,-0.123287671,b
551,537145.786,5228952.854,7.27,-0.202020202,b
552,537147.174,5228953.402,7.02,-0.104895105,b
553,537145.82,5228952.965,7.36,-0.21182266,b
554,537147.208,5228953.514,6.92,-0.115646259,b
555,537145.855,5228953.077,7.46,-0.206030151,b
556,537147.242,5228953.625,6.82,-0.131034483,b
557,537145.889,5228953.188,7.54,-0.2,b
558,537147.276,5228953.736,6.75,-0.127516779,b
559,537145.923,5228953.3,7.6,-0.185185185,b
560,537147.311,5228953.848,6.64,-0.123287671,b
561,537145.957,5228953.411,7.58,-0.100671141,b
562,537147.345,5228953.959,6.56,-0.117241379,b
563,537145.992,5228953.522,7.45,-0.146666667,b
564,537147.379,5228954.07,6.47,-0.117241379,b
565,537146.026,5228953.634,7.25,-0.123287671,b
566,537147.414,5228954.182,6.55,-0.148648649,b
567,537146.06,5228953.745,7.09,-0.123287671,b
568,537147.448,5228954.293,6.53,-0.129251701,b
569,537146.094,5228953.856,7,-0.104895105,b
570,537146.129,5228953.968,6.92,-0.112676056,b
571,537146.163,5228954.079,6.84,-0.106382979,b
572,537146.197,5228954.19,6.74,-0.104895105,b
573,537146.232,5228954.302,6.65,-0.125,b
574,537146.266,5228954.413,6.55,-0.094594595,b
575,537146.3,5228954.524,6.41,-0.103448276,b
576,537146.334,5228954.636,6.26,-0.154362416,b
577,537146.369,5228954.747,6.17,-0.181208054,b
578,537146.403,5228954.858,6.11,-0.129251701,b
579,537146.788,5228952.546,7.3,-0.222222222,b
580,537146.437,5228954.97,6.05,-0.142857143,b
581,537146.823,5228952.657,7.45,-0.210526316,b
582,537146.471,5228955.081,5.98,-0.108108108,b
583,537146.857,5228952.769,7.51,-0.172774869,b
584,537146.506,5228955.192,5.89,-0.121621622,b
585,537146.891,5228952.88,7.53,-0.164948454,b
586,537146.54,5228955.304,5.82,-0.111111111,b
587,537146.925,5228952.991,7.47,-0.170454545,b
588,537146.96,5228953.103,7.36,-0.151898734,b
589,537146.994,5228953.214,7.23,-0.131034483,b
590,537147.028,5228953.325,7.13,-0.159235669,b
591,537145.675,5228952.888,7.24,-0.195979899,b
592,537147.062,5228953.437,7.03,-0.104895105,b
593,537145.709,5228953,7.32,-0.203883495,b
594,537147.097,5228953.548,6.91,-0.117241379,b
595,537145.743,5228953.111,7.43,-0.197969543,b
596,537147.131,5228953.659,6.81,-0.111111111,b
597,537145.778,5228953.222,7.52,-0.194029851,b
598,537147.165,5228953.771,6.72,-0.127516779,b
599,537145.812,5228953.334,7.57,-0.179487179,b
600,537147.199,5228953.882,6.64,-0.129251701,b
601,537145.846,5228953.445,7.57,-0.146341463,b
602,537147.234,5228953.993,6.56,-0.098591549,b
603,537145.88,5228953.556,7.48,-0.106666667,b
604,537147.268,5228954.105,6.5,-0.104895105,b
605,537145.915,5228953.668,7.32,-0.139072848,b
606,537147.302,5228954.216,6.41,-0.117241379,b
607,537145.949,5228953.779,7.18,-0.123287671,b
608,537147.336,5228954.327,6.53,-0.112676056,b
609,537145.983,5228953.891,7.04,-0.117241379,b
610,537147.371,5228954.439,6.51,-0.138888889,b
611,537146.017,5228954.002,6.94,-0.108108108,b
612,537146.052,5228954.113,6.85,-0.1,b
613,537146.086,5228954.225,6.74,-0.104895105,b
614,537146.12,5228954.336,6.65,-0.109589041,b
615,537146.154,5228954.447,6.58,-0.12,b
616,537146.677,5228952.58,7.28,-0.2,b
617,537146.189,5228954.559,6.45,-0.137254902,b
618,537146.711,5228952.691,7.41,-0.195652174,b
619,537146.745,5228952.803,7.5,-0.183246073,b
620,537146.223,5228954.67,6.33,-0.115646259,b
621,537146.78,5228952.914,7.52,-0.144444444,b
622,537142.737,5228954.036,7,-0.19,b
623,537146.814,5228953.025,7.47,-0.12345679,b
624,537142.771,5228954.147,7.1,-0.187817259,b
625,537142.805,5228954.259,7.21,-0.192118227,b
626,537146.257,5228954.781,6.2,-0.11409396,b
627,537146.848,5228953.137,7.37,-0.141025641,b
628,537142.84,5228954.37,7.32,-0.2,b
629,537142.874,5228954.481,7.43,-0.212121212,b
630,537146.883,5228953.248,7.26,-0.121621622,b
631,537142.908,5228954.593,7.49,-0.196078431,b
632,537142.942,5228954.704,7.5,-0.2,b
633,537146.291,5228954.893,6.12,-0.103448276,b
634,537146.917,5228953.36,7.16,-0.090909091,b
635,537142.977,5228954.815,7.46,-0.141025641,b
636,537143.011,5228954.927,7.39,-0.148387097,b
637,537146.951,5228953.471,7.05,-0.101449275,b
638,537143.045,5228955.038,7.29,-0.125827815,b
639,537143.079,5228955.149,7.17,-0.111111111,b
640,537146.326,5228955.004,6.04,-0.112582781,b
641,537146.985,5228953.582,6.95,-0.106382979,b
642,537143.114,5228955.261,7.08,-0.115646259,b
643,537143.148,5228955.372,6.95,-0.097222222,b
644,537147.02,5228953.694,6.83,-0.118881119,b
645,537143.182,5228955.484,6.79,-0.11409396,b
646,537143.217,5228955.595,6.67,-0.109589041,b
647,537146.36,5228955.115,5.95,-0.111111111,b
648,537147.054,5228953.805,6.73,-0.123287671,b
649,537143.251,5228955.706,6.56,-0.103448276,b
650,537143.285,5228955.818,6.47,-0.102040816,b
651,537147.088,5228953.916,6.63,-0.109589041,b
652,537146.394,5228955.227,5.88,-0.086092715,b
653,537147.122,5228954.028,6.55,-0.129251701,b
654,537147.157,5228954.139,6.49,-0.123287671,b
655,537146.428,5228955.338,5.8,-0.109589041,b
656,537147.191,5228954.25,6.42,-0.115646259,b
657,537147.225,5228954.362,6.3,-0.123287671,b
658,537147.259,5228954.473,6.18,-0.106382979,b
659,537147.294,5228954.584,6.03,-0.117241379,b
660,537142.694,5228954.293,7.15,-0.219047619,b
661,537142.728,5228954.404,7.27,-0.215686275,b
662,537142.763,5228954.516,7.41,-0.207920792,b
663,537142.797,5228954.627,7.51,-0.2039801,b
664,537142.831,5228954.738,7.54,-0.228699552,b
665,537142.865,5228954.85,7.51,-0.14893617,b
666,537142.9,5228954.961,7.44,-0.118421053,b
667,537142.934,5228955.072,7.34,-0.102040816,b
668,537142.968,5228955.184,7.22,-0.118421053,b
669,537143.002,5228955.295,7.13,-0.112582781,b
670,537145.563,5228952.923,7.19,-0.183673469,b
671,537143.037,5228955.406,6.97,-0.121621622,b
672,537143.071,5228955.518,6.81,-0.136986301,b
673,537143.105,5228955.629,6.65,-0.151898734,b
674,537143.139,5228955.74,6.54,-0.109589041,b
675,537145.598,5228953.034,7.26,-0.191919192,b
676,537143.174,5228955.852,6.43,-0.121621622,b
677,537145.632,5228953.145,7.34,-0.222222222,b
678,537146.566,5228952.614,7.28,-0.195979899,b
679,537145.666,5228953.257,7.43,-0.20952381,b
680,537146.6,5228952.726,7.38,-0.227722772,b
681,537145.701,5228953.368,7.48,-0.253588517,b
682,537146.634,5228952.837,7.45,-0.18556701,b
683,537145.735,5228953.479,7.49,-0.141025641,b
684,537146.668,5228952.948,7.5,-0.164021164,b
685,537145.769,5228953.591,7.43,-0.11409396,b
686,537146.703,5228953.06,7.47,-0.125827815,b
687,537145.803,5228953.702,7.33,-0.121621622,b
688,537146.737,5228953.171,7.38,-0.150326797,b
689,537142.617,5228954.439,7.23,-0.2039801,b
690,537145.838,5228953.813,7.21,-0.102040816,b
691,537142.651,5228954.55,7.36,-0.213930348,b
692,537146.771,5228953.282,7.26,-0.103448276,b
693,537142.686,5228954.661,7.48,-0.191919192,b
694,537145.872,5228953.925,7.09,-0.144827586,b
695,537142.72,5228954.773,7.48,-0.163265306,b
696,537146.805,5228953.394,7.16,-0.125827815,b
697,537142.754,5228954.884,7.49,-0.154285714,b
698,537145.906,5228954.036,6.97,-0.125,b
699,537142.788,5228954.995,7.44,-0.115384615,b
700,537146.84,5228953.505,7.08,-0.121621622,b
701,537142.823,5228955.107,7.36,-0.139072848,b
702,537145.94,5228954.147,6.85,-0.108108108,b
703,537148.202,5228951.989,7.39,-0.197969543,b
704,537142.857,5228955.218,7.29,-0.125827815,b
705,537146.874,5228953.616,6.97,-0.114285714,b
706,537142.891,5228955.329,7.19,-0.112582781,b
707,537145.975,5228954.259,6.74,-0.088435374,b
708,537142.925,5228955.441,7,-0.118421053,b
709,537146.908,5228953.728,6.85,-0.118881119,b
710,537142.96,5228955.552,6.83,-0.081081081,b
711,537146.009,5228954.37,6.64,-0.097222222,b
712,537142.994,5228955.663,6.69,-0.100671141,b
713,537146.942,5228953.839,6.73,-0.104895105,b
714,537143.028,5228955.775,6.56,-0.135135135,b
715,537146.043,5228954.482,6.57,-0.123287671,b
716,537143.062,5228955.886,6.43,-0.115646259,b
717,537146.977,5228953.951,6.64,-0.125,b
718,537146.077,5228954.593,6.49,-0.105263158,b
719,537147.011,5228954.062,6.55,-0.108108108,b
720,537146.112,5228954.704,6.36,-0.109589041,b
721,537147.045,5228954.173,6.48,-0.127516779,b
722,537146.146,5228954.816,6.22,-0.115646259,b
723,537147.079,5228954.285,6.42,-0.090909091,b
724,537146.18,5228954.927,6.13,-0.115646259,b
725,537147.114,5228954.396,6.28,-0.106382979,b
726,537146.214,5228955.038,6.03,-0.135135135,b
727,537147.148,5228954.507,6.17,-0.118881119,b
728,537146.249,5228955.15,5.94,-0.121621622,b
729,537147.182,5228954.619,6.03,-0.121621622,b
730,537146.283,5228955.261,5.87,-0.123287671,b
731,537147.216,5228954.73,5.93,-0.057142857,b
732,537146.317,5228955.372,5.81,-0.115646259,b
733,537142.574,5228954.695,7.45,-0.218274112,b
734,537142.608,5228954.807,7.47,-0.212435233,b
735,537142.643,5228954.918,7.48,-0.144578313,b
736,537142.677,5228955.03,7.46,-0.106666667,b
737,537142.711,5228955.141,7.4,-0.118421053,b
738,537142.745,5228955.252,7.32,-0.11409396,b
739,537142.78,5228955.364,7.23,-0.124183007,b
740,537145.452,5228952.957,7.15,-0.206185567,b
741,537142.814,5228955.475,6.99,-0.12,b
742,537142.848,5228955.586,6.84,-0.104895105,b
743,537145.486,5228953.068,7.25,-0.213930348,b
744,537142.882,5228955.698,6.72,-0.103448276,b
745,537142.917,5228955.809,6.64,-0.115646259,b
746,537145.521,5228953.18,7.33,-0.205882353,b
747,537142.951,5228955.92,6.53,-0.135135135,b
748,537145.555,5228953.291,7.4,-0.206185567,b
749,537145.589,5228953.402,7.45,-0.175257732,b
750,537146.454,5228952.649,7.29,-0.2,b
751,537145.623,5228953.514,7.47,-0.179190751,b
752,537146.489,5228952.76,7.37,-0.208121827,b
753,537145.658,5228953.625,7.45,-0.106382979,b
754,537146.523,5228952.871,7.44,-0.172774869,b
755,537145.692,5228953.736,7.38,-0.152317881,b
756,537146.557,5228952.983,7.49,-0.2,b
757,537145.726,5228953.848,7.28,-0.109589041,b
758,537146.591,5228953.094,7.49,-0.197969543,b
759,537145.76,5228953.959,7.16,-0.111111111,b
760,537146.626,5228953.205,7.44,-0.131578947,b
761,537145.795,5228954.07,7.02,-0.097222222,b
762,537146.66,5228953.317,7.32,-0.109589041,b
763,537145.829,5228954.182,6.87,-0.114285714,b
764,537142.497,5228954.841,7.49,-0.154639175,b
765,537146.694,5228953.428,7.19,-0.121621622,b
766,537142.531,5228954.952,7.5,-0.195266272,b
767,537145.863,5228954.293,6.76,-0.132867133,b
768,537142.566,5228955.064,7.47,-0.157894737,b
769,537146.728,5228953.539,7.08,-0.127516779,b
770,537142.6,5228955.175,7.39,-0.135483871,b
771,537145.897,5228954.404,6.64,-0.102040816,b
772,537148.09,5228952.023,7.36,-0.204081633,b
773,537142.634,5228955.286,7.31,-0.12,b
774,537146.763,5228953.651,6.98,-0.135135135,b
775,537142.668,5228955.398,7.2,-0.127516779,b
776,537145.932,5228954.516,6.56,-0.106666667,b
777,537142.703,5228955.509,6.96,-0.11409396,b
778,537146.797,5228953.762,6.87,-0.123287671,b
779,537142.737,5228955.621,6.79,-0.111111111,b
780,537145.966,5228954.627,6.5,-0.129251701,b
781,537142.771,5228955.732,6.75,-0.117241379,b
782,537146.831,5228953.873,6.76,-0.111111111,b
783,537142.805,5228955.843,6.73,-0.136986301,b
784,537146,5228954.738,6.36,-0.097222222,b
785,537142.84,5228955.955,6.64,-0.097222222,b
786,537146.865,5228953.985,6.66,-0.109589041,b
787,537146.034,5228954.85,6.24,-0.118881119,b
788,537146.9,5228954.096,6.57,-0.133333333,b
789,537146.069,5228954.961,6.16,-0.109589041,b
790,537146.934,5228954.207,6.49,-0.133333333,b
791,537146.103,5228955.073,6.07,-0.121621622,b
792,537146.968,5228954.319,6.4,-0.071895425,b
793,537146.137,5228955.184,5.97,-0.11409396,b
794,537147.002,5228954.43,6.29,-0.108108108,b
795,537146.172,5228955.295,5.87,-0.081081081,b
796,537147.037,5228954.542,6.19,-0.111111111,b
797,537147.071,5228954.653,6.07,-0.108108108,b
798,537145.872,5228952.34,6.85,-0.1875,b
799,537147.105,5228954.764,5.95,-0.142857143,b
800,537145.906,5228952.452,6.99,-0.20212766,b
801,537147.139,5228954.876,5.86,-0.127516779,b
802,537145.94,5228952.563,7.08,-0.18556701,b
803,537147.174,5228954.987,5.78,-0.115646259,b
804,537145.341,5228952.991,7.15,-0.18556701,b
805,537142.454,5228955.098,7.48,-0.182926829,b
806,537145.975,5228952.674,7.17,-0.202020202,b
807,537142.488,5228955.209,7.39,-0.148387097,b
808,537145.375,5228953.103,7.27,-0.177083333,b
809,537142.523,5228955.321,7.3,-0.109589041,b
810,537142.557,5228955.432,7.16,-0.115646259,b
811,537145.409,5228953.214,7.35,-0.195876289,b
812,537142.591,5228955.543,6.95,-0.085714286,b
813,537142.626,5228955.655,6.82,-0.103448276,b
814,537145.444,5228953.325,7.44,-0.191709845,b
815,537142.66,5228955.766,6.76,-0.111111111,b
816,537142.694,5228955.877,6.73,-0.140939597,b
817,537145.478,5228953.437,7.5,-0.1875,b
818,537142.728,5228955.989,6.64,-0.128205128,b
819,537145.512,5228953.548,7.53,-0.151162791,b
820,537145.546,5228953.659,7.51,-0.115646259,b
821,537146.343,5228952.683,7.3,-0.185929648,b
822,537145.581,5228953.771,7.43,-0.135135135,b
823,537146.377,5228952.794,7.36,-0.184466019,b
824,537145.615,5228953.882,7.31,-0.125,b
825,537146.411,5228952.906,7.43,-0.183673469,b
826,537145.649,5228953.993,7.18,-0.123287671,b
827,537146.446,5228953.017,7.48,-0.195979899,b
828,537145.683,5228954.105,7.01,-0.097222222,b
829,537146.48,5228953.128,7.49,-0.151162791,b
830,537145.718,5228954.216,6.84,-0.112676056,b
831,537146.514,5228953.24,7.42,-0.139072848,b
832,537145.752,5228954.327,6.73,-0.112676056,b
833,537146.548,5228953.351,7.32,-0.12,b
834,537145.786,5228954.439,6.64,-0.098591549,b
835,537146.583,5228953.462,7.17,-0.11409396,b
836,537146.617,5228953.574,7.09,-0.151898734,b
837,537145.82,5228954.55,6.56,-0.108108108,b
838,537146.651,5228953.685,7.03,-0.121621622,b
839,537146.685,5228953.796,6.91,-0.127516779,b
840,537142.377,5228955.244,7.37,-0.135483871,b
841,537145.855,5228954.661,6.49,-0.125827815,b
842,537146.72,5228953.908,6.78,-0.135135135,b
843,537147.979,5228952.058,7.35,-0.206030151,b
844,537142.411,5228955.355,7.25,-0.103448276,b
845,537142.446,5228955.466,7.17,-0.103448276,b
846,537145.889,5228954.773,6.4,-0.12,b
847,537146.754,5228954.019,6.67,-0.125827815,b
848,537142.48,5228955.578,7.01,-0.109589041,b
849,537145.923,5228954.884,6.28,-0.100671141,b
850,537142.514,5228955.689,6.89,-0.102040816,b
851,537146.788,5228954.13,6.58,-0.139072848,b
852,537142.548,5228955.8,6.8,-0.104895105,b
853,537145.957,5228954.995,6.21,-0.127516779,b
854,537142.583,5228955.912,6.7,-0.123287671,b
855,537145.992,5228955.107,6.13,-0.097222222,b
856,537146.823,5228954.242,6.48,-0.125827815,b
857,537142.617,5228956.023,6.6,-0.123287671,b
858,537146.026,5228955.218,6.01,-0.135135135,b
859,537146.06,5228955.329,5.9,-0.108108108,b
860,537146.857,5228954.353,6.4,-0.111111111,b
861,537146.891,5228954.464,6.32,-0.150684932,b
862,537145.229,5228953.025,7.15,-0.187817259,b
863,537146.925,5228954.576,6.23,-0.097222222,b
864,537146.96,5228954.687,6.11,-0.115646259,b
865,537145.264,5228953.137,7.27,-0.21,b
866,537146.994,5228954.798,6.01,-0.115646259,b
867,537145.298,5228953.248,7.36,-0.2,b
868,537145.332,5228953.359,7.44,-0.185185185,b
869,537147.028,5228954.91,5.9,-0.104895105,b
870,537145.366,5228953.471,7.5,-0.15625,b
871,537147.062,5228955.021,5.8,-0.144827586,b
872,537147.097,5228955.133,5.67,-0.101449275,b
873,537145.401,5228953.582,7.52,-0.259615385,b
874,537145.435,5228953.694,7.5,-0.141025641,b
875,537145.469,5228953.805,7.42,-0.118421053,b
876,537145.503,5228953.916,7.31,-0.115646259,b
877,537142.334,5228955.501,7.19,-0.102040816,b
878,537145.538,5228954.028,7.19,-0.104895105,b
879,537142.369,5228955.612,7.08,-0.109589041,b
880,537142.403,5228955.723,6.96,-0.115646259,b
881,537142.437,5228955.835,6.83,-0.115646259,b
882,537145.572,5228954.139,7.04,-0.132867133,b
883,537142.471,5228955.946,6.7,-0.121621622,b
884,537145.761,5228952.374,6.84,-0.197916667,b
885,537146.232,5228952.717,7.31,-0.196078431,b
886,537145.606,5228954.25,6.88,-0.111111111,b
887,537145.641,5228954.362,6.74,-0.144827586,b
888,537146.266,5228952.828,7.4,-0.221153846,b
889,537145.795,5228952.486,6.95,-0.197916667,b
890,537145.675,5228954.473,6.65,-0.135135135,b
891,537146.3,5228952.94,7.47,-0.202020202,b
892,537145.829,5228952.597,7.06,-0.18974359,b
893,537146.334,5228953.051,7.52,-0.233009709,b
894,537145.709,5228954.584,6.57,-0.112582781,b
895,537146.369,5228953.162,7.52,-0.102040816,b
896,537145.743,5228954.696,6.49,-0.116883117,b
897,537145.863,5228952.709,7.17,-0.204081633,b
898,537146.403,5228953.274,7.51,-0.121621622,b
899,537145.778,5228954.807,6.4,-0.148648649,b
900,537146.437,5228953.385,7.34,-0.150326797,b
901,537146.471,5228953.497,7.18,-0.109589041,b
902,537145.812,5228954.918,6.3,-0.125827815,b
903,537146.506,5228953.608,7.07,-0.129251701,b
904,537146.54,5228953.719,6.99,-0.111111111,b
905,537145.846,5228955.03,6.21,-0.129251701,b
906,537146.574,5228953.831,6.86,-0.131034483,b
907,537145.88,5228955.141,6.13,-0.084507042,b
908,537145.915,5228955.252,6.05,-0.109589041,b
909,537146.608,5228953.942,6.75,-0.104895105,b
910,537145.949,5228955.364,5.95,-0.103448276,b
911,537146.643,5228954.053,6.67,-0.121621622,b
912,537146.677,5228954.165,6.58,-0.121621622,b
913,537147.868,5228952.092,7.36,-0.213930348,b
914,537145.118,5228953.06,7.18,-0.193877551,b
915,537145.152,5228953.171,7.26,-0.187817259,b
916,537146.711,5228954.276,6.5,-0.125827815,b
917,537142.257,5228955.646,7.05,-0.100671141,b
918,537145.187,5228953.282,7.35,-0.2,b
919,537142.291,5228955.758,6.93,-0.093333333,b
920,537145.221,5228953.394,7.43,-0.191709845,b
921,537146.745,5228954.387,6.41,-0.125827815,b
922,537142.326,5228955.869,6.82,-0.123287671,b
923,537145.255,5228953.505,7.48,-0.179487179,b
924,537142.36,5228955.98,6.71,-0.146853147,b
925,537146.78,5228954.499,6.32,-0.131034483,b
926,537145.289,5228953.616,7.51,-0.216080402,b
927,537146.814,5228954.61,6.22,-0.109589041,b
928,537145.324,5228953.728,7.49,-0.146666667,b
929,537146.848,5228954.721,6.1,-0.109677419,b
930,537145.358,5228953.839,7.42,-0.141025641,b
931,537146.882,5228954.833,6,-0.121621622,b
932,537145.392,5228953.95,7.3,-0.136986301,b
933,537146.917,5228954.944,5.93,-0.089655172,b
934,537145.426,5228954.062,7.16,-0.092198582,b
935,537146.951,5228955.055,5.83,-0.111111111,b
936,537145.461,5228954.173,7.02,-0.112676056,b
937,537146.985,5228955.167,5.69,-0.106382979,b
938,537145.495,5228954.284,6.9,-0.106382979,b
939,537145.529,5228954.396,6.79,-0.106382979,b
940,537145.563,5228954.507,6.69,-0.138888889,b
941,537145.598,5228954.619,6.6,-0.106666667,b
942,537145.632,5228954.73,6.51,-0.144736842,b
943,537145.666,5228954.841,6.43,-0.129251701,b
944,537146.12,5228952.751,7.33,-0.192118227,b
945,537146.154,5228952.863,7.41,-0.206030151,b
946,537145.7,5228954.953,6.34,-0.123287671,b
947,537142.214,5228955.903,6.87,-0.102040816,b
948,537146.189,5228952.974,7.49,-0.206030151,b
949,537145.735,5228955.064,6.23,-0.111111111,b
950,537142.249,5228956.014,6.8,-0.11409396,b
951,537146.223,5228953.085,7.54,-0.181818182,b
952,537146.257,5228953.197,7.55,-0.158469945,b
953,537146.292,5228953.308,7.53,-0.11409396,b
954,537145.769,5228955.175,6.14,-0.112582781,b
955,537146.326,5228953.419,7.36,-0.125827815,b
956,537146.36,5228953.531,7.18,-0.109589041,b
957,537145.803,5228955.287,6.07,-0.204819277,b
958,537146.394,5228953.642,7.04,-0.129251701,b
959,537145.837,5228955.398,5.99,-0.1,b
960,537146.429,5228953.753,6.95,-0.104895105,b
961,537146.463,5228953.865,6.83,-0.118881119,b
962,537145.007,5228953.094,7.14,-0.183673469,b
963,537145.041,5228953.205,7.26,-0.207920792,b
964,537146.497,5228953.976,6.75,-0.118881119,b
965,537145.075,5228953.317,7.36,-0.212121212,b
966,537145.11,5228953.428,7.45,-0.191709845,b
967,537146.531,5228954.088,6.68,-0.123287671,b
968,537145.144,5228953.539,7.51,-0.172043011,b
969,537145.178,5228953.651,7.54,-0.205882353,b
970,537146.566,5228954.199,6.6,-0.127516779,b
971,537145.212,5228953.762,7.52,-0.139072848,b
972,537146.6,5228954.31,6.5,-0.11409396,b
973,537145.247,5228953.873,7.45,-0.127516779,b
974,537146.634,5228954.422,6.38,-0.090909091,b
975,537145.281,5228953.985,7.33,-0.140939597,b
